1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.843137254901961342e-01,7.843137254901960675e-01,8.549019607843136859e-01,8.509803921568627194e-01,7.294117647058824261e-01,7.490196078431372584e-01,7.215686274509802711e-01,5.764705882352941790e-01,7.686274509803922017e-01,6.980392156862744724e-01,7.333333333333333925e-01,6.509803921568627638e-01,6.117647058823528772e-01,6.352941176470587870e-01,6.549019607843137303e-01,7.098039215686274828e-01,6.745098039215686736e-01,8.352941176470588536e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.372549019607843146e-01,8.980392156862745390e-01,9.254901960784313042e-01,8.901960784313726061e-01,8.196078431372548767e-01,7.098039215686273717e-01,5.529411764705882693e-01,6.196078431372548101e-01,7.333333333333332815e-01,5.960784313725490113e-01,6.509803921568627638e-01,6.352941176470587870e-01,7.176470588235293047e-01,6.666666666666667407e-01,7.137254901960783382e-01,7.882352941176471450e-01,9.960784313725490335e-01,7.450980392156861809e-01,8.823529411764706731e-01,9.098039215686274384e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.686274509803922683e-01,7.490196078431371474e-01,7.647058823529412352e-01,7.803921568627449901e-01,6.901960784313725394e-01,6.745098039215686736e-01,5.176470588235293491e-01,5.843137254901960009e-01,5.960784313725490113e-01,7.960784313725490779e-01,6.627450980392157742e-01,6.235294117647057766e-01,7.294117647058822040e-01,8.000000000000000444e-01,7.960784313725490779e-01,8.862745098039216396e-01,8.627450980392158408e-01,8.549019607843136859e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.137254901960784048e-01,9.176470588235293713e-01,8.980392156862745390e-01,8.274509803921569207e-01,8.196078431372549877e-01,7.921568627450981115e-01,6.666666666666666297e-01,7.215686274509803821e-01,6.941176470588235059e-01,7.254901960784313486e-01,6.235294117647058876e-01,5.647058823529411686e-01,5.568627450980392357e-01,5.882352941176470784e-01,7.019607843137255498e-01,7.098039215686274828e-01,6.862745098039215730e-01,7.411764705882353255e-01,9.411764705882352811e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.666666666666666297e-01,8.078431372549019773e-01,6.392156862745098644e-01,6.235294117647058876e-01,7.607843137254902688e-01,5.999999999999999778e-01,7.176470588235294157e-01,5.647058823529411686e-01,6.392156862745097534e-01,6.784313725490196401e-01,6.392156862745097534e-01,6.549019607843137303e-01,6.392156862745097534e-01,7.764705882352941346e-01,8.078431372549019773e-01,1.000000000000000000e+00,9.176470588235293713e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.235294117647058432e-01,1.000000000000000000e+00,9.647058823529410798e-01,9.137254901960784048e-01,7.803921568627451011e-01,7.098039215686273717e-01,7.137254901960783382e-01,6.862745098039215730e-01,5.803921568627450345e-01,5.843137254901961120e-01,5.450980392156863363e-01,6.509803921568627638e-01,5.882352941176470784e-01,6.509803921568627638e-01,6.117647058823528772e-01,5.137254901960783826e-01,7.333333333333333925e-01,7.019607843137254388e-01,8.705882352941177738e-01,8.784313725490197067e-01,9.215686274509803377e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.137254901960784048e-01,9.019607843137255054e-01,9.725490196078432348e-01,8.431372549019607865e-01,8.470588235294117530e-01,7.215686274509803821e-01,7.725490196078430571e-01,7.490196078431372584e-01,6.313725490196079315e-01,5.764705882352940680e-01,5.764705882352940680e-01,7.882352941176471450e-01,8.039215686274510109e-01,5.960784313725490113e-01,6.705882352941177071e-01,6.196078431372549211e-01,7.647058823529412352e-01,6.862745098039215730e-01,7.450980392156862919e-01,9.803921568627451677e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.019607843137255054e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.745098039215687402e-01,9.450980392156862475e-01,9.686274509803922683e-01,8.627450980392158408e-01,6.941176470588235059e-01,6.313725490196079315e-01,6.862745098039215730e-01,6.431372549019607199e-01,5.607843137254902022e-01,5.999999999999999778e-01,5.725490196078431016e-01,7.372549019607843590e-01,6.235294117647057766e-01,6.117647058823530992e-01,6.274509803921568540e-01,5.882352941176469674e-01,7.686274509803922017e-01,7.647058823529412352e-01,7.843137254901961786e-01,7.960784313725489669e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.843137254901961342e-01,9.647058823529410798e-01,1.000000000000000000e+00,8.313725490196077761e-01,7.803921568627451011e-01,6.745098039215685626e-01,6.313725490196077095e-01,5.725490196078431016e-01,7.058823529411765163e-01,6.117647058823529882e-01,5.725490196078431016e-01,6.431372549019608309e-01,5.607843137254902022e-01,6.431372549019607199e-01,6.745098039215686736e-01,7.176470588235293047e-01,7.647058823529412352e-01,7.647058823529411242e-01,8.705882352941177738e-01,8.705882352941175517e-01,9.137254901960784048e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.235294117647058432e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.607843137254901578e-01,8.470588235294117530e-01,9.333333333333332371e-01,7.450980392156862919e-01,6.274509803921568540e-01,5.686274509803921351e-01,7.058823529411764053e-01,6.156862745098038436e-01,6.549019607843138413e-01,6.039215686274509443e-01,6.901960784313725394e-01,7.176470588235294157e-01,6.392156862745097534e-01,7.568627450980391913e-01,6.666666666666667407e-01,7.215686274509803821e-01,9.294117647058822707e-01,8.901960784313726061e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
